"action","boro","building","camis","critical_flag","cuisine_description","dba","inspection_date","inspection_type","phone","record_date","score","street","violation_code","violation_description","zipcode","grade","grade_date"
"Violations were cited in the following area(s).","MANHATTAN","29",41651801,"Critical","American","THE LIBERTY",2017-04-12,"Cycle Inspection / Re-inspection","2129674000",2017-10-19 06:00:49,10,"WEST   35 STREET","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,"A",2017-04-12
"Violations were cited in the following area(s).","MANHATTAN","39",50013970,"Not Critical","CafÃ©/Coffee/Tea","CAFFE BENE",2017-08-29,"Cycle Inspection / Initial Inspection","2015431827",2017-10-19 06:00:49,6,"W 32ND ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2017-08-29
"Violations were cited in the following area(s).","MANHATTAN","10",41715982,"Not Critical","Asian","MUI KITCHEN & BAR",2015-09-22,"Cycle Inspection / Initial Inspection","2122441900",2017-10-19 06:00:49,29,"WEST   32 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","220",40545546,"Not Critical","American","CAFE 31",2017-02-01,"Cycle Inspection / Initial Inspection","2126955966",2017-10-19 06:00:49,11,"WEST   31 STREET","09C","Food contact surface not properly maintained.",10001,"A",2017-02-01
"Violations were cited in the following area(s).","MANHATTAN","51",40854979,"Critical","Korean","HYO DONG GAK",2016-11-14,"Cycle Inspection / Initial Inspection","2126957167",2017-10-19 06:00:49,12,"WEST   35 STREET","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,"A",2016-11-14
"Violations were cited in the following area(s).","MANHATTAN","27",40729264,"Critical","Irish","PLAYWRIGHT TAVERN",2016-07-05,"Cycle Inspection / Re-inspection","2122688868",2017-10-19 06:00:49,13,"WEST   35 STREET","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2016-07-05
"Violations were cited in the following area(s).","MANHATTAN","0",41299813,"Critical","American","AU BON PAIN",2017-07-25,"Cycle Inspection / Initial Inspection","2129675276",2017-10-19 06:00:49,11,"PENN STATION","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,"A",2017-07-25
"Violations were cited in the following area(s).","MANHATTAN","9",50037784,"Not Critical","Korean","5 SENSES",2016-06-21,"Cycle Inspection / Re-inspection","6468526003",2017-10-19 06:00:49,2,"W 32ND ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-06-21
"Violations were cited in the following area(s).","MANHATTAN","410",41047999,"Not Critical","American","THE BLARNEY STONE PUB & RESTAURANT",2014-08-12,"Cycle Inspection / Initial Inspection","2125945100",2017-10-19 06:00:49,4,"8 AVENUE","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2014-08-12
"Violations were cited in the following area(s).","MANHATTAN","136",41605850,"Not Critical","Japanese","AJISEN RAMEN",2016-12-28,"Cycle Inspection / Initial Inspection","6466380888",2017-10-19 06:00:49,17,"WEST   28 STREET","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"No violations were recorded at the time of this inspection.","MANHATTAN","10",41715982,"Not Applicable","Asian","MUI KITCHEN & BAR",2014-02-04,"Smoke-Free Air Act / Compliance Inspection","2122441900",2017-10-19 06:00:49,NA,"WEST   32 STREET",NA,NA,10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","304",41337793,"Not Critical","Pizza","LUIGI PIZZA",2015-12-29,"Cycle Inspection / Initial Inspection","2122422259",2017-10-19 06:00:49,12,"8 AVENUE","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2015-12-29
"Violations were cited in the following area(s).","MANHATTAN","2",50012532,"Critical","American","KRUSH",2015-07-14,"Cycle Inspection / Initial Inspection","9178649456",2017-10-19 06:00:49,34,"W 32ND ST","04A","Food Protection Certificate not held by supervisor of food operations.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","312",41413875,"Critical","American","CAFE BISTRO",2016-08-22,"Cycle Inspection / Re-inspection","2122397050",2017-10-19 06:00:49,50,"WEST   34 STREET","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"C",2016-08-22
"Violations were cited in the following area(s).","MANHATTAN","410",41047999,"Not Critical","American","THE BLARNEY STONE PUB & RESTAURANT",2014-08-12,"Cycle Inspection / Initial Inspection","2125945100",2017-10-19 06:00:49,4,"8 AVENUE","10H","Proper sanitization not provided for utensil ware washing operation.",10001,"A",2014-08-12
"Violations were cited in the following area(s).","MANHATTAN","227",40380826,"Critical","American","FIT CAFETERIA (BUILDING A ) (8th ave)",2016-05-10,"Cycle Inspection / Initial Inspection","2122175770",2017-10-19 06:00:49,9,"WEST   27 STREET","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2016-05-10
"Violations were cited in the following area(s).","MANHATTAN","601",41166914,"Critical","American","EAT ON 8TH",2016-01-19,"Cycle Inspection / Initial Inspection","2123528548",2017-10-19 06:00:49,16,"WEST 26 STREET","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","5",50052171,"Not Critical","Korean","OSAMIL",2017-02-02,"Administrative Miscellaneous / Re-inspection","2123004713",2017-10-19 06:00:49,NA,"W 31ST ST","22A","Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","143",50006213,"Not Critical","Japanese","HANAMIZUKI CAFE",2015-10-07,"Cycle Inspection / Initial Inspection","2126955533",2017-10-19 06:00:49,27,"W 29TH ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","332",40785565,"Not Critical","American","BILLYMARKS WEST",2014-05-12,"Administrative Miscellaneous / Initial Inspection","2126290118",2017-10-19 06:00:49,NA,"9 AVENUE","22A","Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","249",50059510,"Critical","American","PARS NEW YORK",2017-04-07,"Pre-permit (Operational) / Re-inspection","5169933165",2017-10-19 06:00:49,30,"W 26TH ST","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,"C",2017-04-07
"Violations were cited in the following area(s).","MANHATTAN","2",50050793,"Not Critical","Sandwiches","SUBWAY",2016-10-14,"Pre-permit (Operational) / Initial Inspection","2129671151",2017-10-19 06:00:49,9,"W 35TH ST","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2016-10-14
"Violations were cited in the following area(s).","MANHATTAN","242",41169319,"Critical","American","TRESTLE ON TENTH/ROCKET PIG",2015-10-26,"Cycle Inspection / Initial Inspection","2126455659",2017-10-19 06:00:49,8,"10 AVENUE","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","11",41146119,"Critical","Sandwiches/Salads/Mixed Buffet","EUROPA CAFE",2016-08-22,"Cycle Inspection / Re-inspection","2126953939",2017-10-19 06:00:49,8,"PENN PLAZA","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,"A",2016-08-22
"Violations were cited in the following area(s).","MANHATTAN","124",50039787,"Not Critical","CafÃ©/Coffee/Tea","PERPETUUM CAFE",2015-09-11,"Pre-permit (Non-operational) / Initial Inspection","2122198689",2017-10-19 06:00:49,2,"W 25TH ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","254",41658103,"Not Critical","Asian","CHOP SHOP",2017-07-31,"Cycle Inspection / Initial Inspection","2128200333",2017-10-19 06:00:49,21,"10 AVENUE","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","235",50002256,"Critical","Asian","ASURA ASIAN BISTRO",2017-08-07,"Cycle Inspection / Initial Inspection","2126299888",2017-10-19 06:00:49,25,"WEST 35TH STREET","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","401",50004431,"Not Critical","American","CITIZENS OF CHELSEA",2015-03-30,"Cycle Inspection / Re-inspection","6466493079",2017-10-19 06:00:49,12,"W 25TH ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2015-03-30
"Violations were cited in the following area(s).","MANHATTAN","304",41004963,"Not Critical","Mexican","CHIPOTLE MEXICAN GRILL",2017-07-03,"Cycle Inspection / Initial Inspection","2122684197",2017-10-19 06:00:49,41,"WEST   34 STREET","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","48",50003346,"Critical","Vegetarian","BOMBAY SANDWICH CO",2015-04-21,"Cycle Inspection / Re-inspection","6467819756",2017-10-19 06:00:49,11,"W. 27TH STREET","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10001,"A",2015-04-21
"Violations were cited in the following area(s).","MANHATTAN","7",50049027,"Not Critical","Ice Cream, Gelato, Yogurt, Ices","PINKBERRY",2017-04-17,"Cycle Inspection / Initial Inspection","2126959631",2017-10-19 06:00:49,15,"W 32ND ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","835",50035940,"Critical","Portuguese","LUPULO",2017-03-10,"Cycle Inspection / Initial Inspection","2122907600",2017-10-19 06:00:49,38,"6TH AVE","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","240",50045238,"Critical","American","ENTREE",2016-06-24,"Cycle Inspection / Initial Inspection","2126956655",2017-10-19 06:00:49,13,"W 35TH ST","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2016-06-24
"Violations were cited in the following area(s).","MANHATTAN","151",50017041,"Not Critical","Salads","JUST SALAD",2014-12-10,"Pre-permit (Operational) / Initial Inspection","6463551850",2017-10-19 06:00:49,22,"W 34TH ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
